report,element_count,community_count,entropy,opportunity_type,top_communities,impact_score
Report 12,21,4,1.7047668562193676,splitting,"{1: 10, 5: 5, 3: 5}",3.580010398060672
Report 19,21,4,1.6644977792004614,splitting,"{5: 9, 3: 8, 2: 3}",3.4954453363209685
Report 5,12,6,2.4182958340544896,splitting,"{3: 4, 2: 2, 1: 2}",2.9019550008653874
Report 17,16,4,1.8050365325772657,splitting,"{3: 6, 5: 5, 2: 4}",2.888058452123625
Report 4,15,4,1.7464657985040721,splitting,"{2: 7, 5: 4, 3: 3}",2.619698697756108
Report 9,14,4,1.7884504573082896,splitting,"{5: 6, 2: 4, 1: 3}",2.5038306402316053
Report 10,14,4,1.610577243331642,splitting,"{3: 8, 1: 3, 2: 2}",2.254808140664299
Report 6,12,4,1.7841591278514217,splitting,"{5: 5, 3: 4, 1: 2}",2.140990953421706
Report 18,14,4,1.5216406363433184,splitting,"{1: 8, 3: 4, 2: 1}",2.1302968908806457
Report 14,11,4,1.9362600275315274,splitting,"{4: 4, 3: 3, 1: 2}",2.12988603028468
